Phenotype,Network_score
"Age-related reticular degeneration of retina, left eye",9.273989435407417
"Follicular lymphoma grade II, lymph nodes of inguinal region and lower limb",9.273771599881105
Sample organism cultured,9.273756129843182
Fetal stress in labor or delivery due to drug administration,9.273060539588572
"Terrorism involving other explosions and fragments, terrorist injured, sequela",9.272447439696656
Burning in watercraft NOS - unspecified person injured,9.272020793384788
"NAIL DISORDER, NONSYNDROMIC CONGENITAL, 9",9.271988032030384
"Collision of aircraft with bird, while in transit, occupant of spacecraft injured",9.271632977253415
fetus breech successful version as antepartum condition,9.271572070918847
late effects of nontraumatic intracerebral hemorrhage: paralysis affecting dominant side,9.271361559398162
corneal ulceration bilateral limbal,9.271346898817315
"rhesus; isoimmunization fetus, with kernicterus",9.271306654889289
(Agranulocytosis) or (Kostmann's syndrome) or (neutropenia),9.271187384283731
"Subluxation of proximal interphalangeal joint of unspecified finger, sequela",9.271067292247224
Allergy to doxorubicin,9.270742988274232
Benign neoplasm of unspecified site of right orbit,9.270335768927138
"Moderate bipolar II disorder, most recent episode major depressive",9.27006807192839
Supernumerary permanent mandibular right central incisor tooth,9.269719474553016
Allergy to gallamine,9.269715483648195
injury due to firearm discharge and conventional warfare during military operations,9.268597229245593
Supernumerary permanent mandibular right second premolar tooth,9.268408193741134
Male sterility due to Y-chromosome deletions,9.268316523093606
Atrophy of pancreas,9.268151081091146
phlebitis of the left femoral vein,9.267769539441554
"Laceration with foreign body, left foot, subsequent encounter",9.267205436511396
"Subluxation of metacarpal (bone), proximal end of left hand, initial encounter",9.266756828713829
neoplasm of falx cerebelli of cerebral meninges,9.266408632979648
CALCIUM PHOSPHOROUS METABOLISM,9.265711617053201
Oncocytic metaplasia,9.265469749838044
"Disseminated chorioretinal inflammation, peripheral, left eye",9.263959516651449
Juvenile osteochondrosis of left second metatarsal,9.26259957155965
"maternal; exposure to environmental chemical substances, affecting fetus",9.262042845968795
"c.pregnancy; hypertension, gestational hypertension, with albuminuria (severe pre-eclampsia)",9.261244210595923
"Other injury of extensor muscle, fascia and tendon of left ring finger at wrist and hand level",9.261142727865177
Cardiovascular shunt flow ratio,9.259218159733093
"pregnancy; hemorrhage, with coagulation defect",9.25876512388057
Reactive Hyperemia,9.258458195806229
Thrombosis of femorofemoral crossover bypass graft,9.258136254968592
diabetic ulcer of right fourth toe,9.257776455723757
Laceration of ileum,9.257422107081743
"Unspecified pedal cyclist injured in collision with unspecified motor vehicles in nontraffic accident, sequela",9.257011328244296
Intentional overdose by glibenclamide,9.256761723458517
tympanic membrane perforation of left ear,9.256735722159128
Thrombophlebitis of right saphenous vein,9.25551344921821
Cancer of bronchus stage IV,9.255149313008271
Herpes simplex antibody positive,9.254879265030128
disorder of ligament of left foot,9.253164217261224
septic synovitis of wrist,9.252501694624774
acute glomerulonephritis due to 'shunt' nephritis,9.252276988855042
"Legal intervention involving unspecified blunt objects, bystander injured, sequela",9.252249735387977
Eclamptic seizure,9.251219383835993
Extraskeletal chondrosarcoma stage I,9.251083955142823
Sprain of interphalangeal joint of unspecified lesser toe(s),9.250658928365745
Caterpillar allergy,9.250583594180064
Angiokeratoma of vulva,9.250404440322857
Parkinson-dementia complex of Guam,9.250023588406352
"Nonexudative age-related macular degeneration, bilateral, intermediate dry stage",9.247319955816453
Congenital Epicanthus,9.24713682117391
Relapsing Fever,9.246436885078046
"ductal; carcinoma, infiltrating, with lobular carcinoma in situ, unspecified site",9.245654301558941
conductive hearing loss of both ears,9.24562185024605
"Acute mastoiditis without complications, right ear",9.243599600643138
"Strain of flexor muscle, fascia and tendon of other finger at wrist and hand level, initial encounter",9.243204124744425
Osteochondroma of elbow,9.241682979625937
Astheno-depressive syndrome,9.240205480790932
Accidental acetylcholine overdose,9.23932457315336
Accidental vaccine sera overdose,9.238836195689899
Multiple Chronic Conditions,9.238670958862881
"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral",9.238003650331256
Stage IIIC Cutaneous Melanoma AJCC v7,9.23765569257467
Chlorphenamine overdose of undetermined intent,9.23672710405815
late-onset local junctional epidermolysis bullosa-mental retardation syndrome,9.236700028102819
Microcardia,9.236475130744386
"Stiffness of unspecified joint, not elsewhere classified",9.236159398149965
Psittacosis (Ornithosis),9.236087572747362
"presentation; arm, causing obstructed labor",9.235740731797
Automotive products causing toxic effect,9.235640111876375
Open fracture of greater trochanter of left femur,9.235107586657321
Rickettsia typhus group identified &#x7C; XXX &#x7C; Microbiology,9.235002030389825
"Other non-follicular lymphoma, intra-abdominal lymph nodes",9.234482609074876
"Fistula, knee",9.233586353726238
Stage IVA Lip and Oral Cavity Cancer AJCC v6 and v7,9.233457467031696
paralysis of middle finger of right hand,9.233184050060007
Malignant neoplasm of head of pancreas resectable,9.232277317565014
"Displaced avulsion fracture of tuberosity of unspecified calcaneus, sequela",9.231041165617343
"Other displaced fracture of lower end of left humerus, subsequent encounter for fracture with malunion",9.230262632085369
"pseudopuberty, precocious; male isosexual",9.228940242758677
"maternal endocrine, nutritional, or metabolic diseases complicating childbirth",9.228753905879392
"Hallux rigidus, unspecified foot",9.227914261269401
Corneal disorder due to contact lens,9.227535300047348
"Legal intervention, means unspecified, suspect injured",9.227366783909108
Folliculitis cruris pustulosa atrophicans,9.226622480729278
Achromic with hyperchromic skin lesions of pinta [carate],9.225976782131553
"[X]Poisoning by and exposure to nonopioid analgesics, undetermined intent",9.225853863001065
wound; pubic region,9.225226252422416
regulation of viral replication,9.224725106237571
injury due to explosion of torpedo during military operations,9.22463856605195
Granular cell tumor,9.223920245683301
contusion with intact skin of left side of neck,9.223699263043452
"[X]Assault by smoke, fire and flames, occurrence on street and highway",9.223577838360349
"Other recurrent vertebral dislocation, site unspecified",9.223056543303333
Insomnia due to organic factors,9.221919943760163
"Disseminated chorioretinal inflammation, generalized, right eye",9.221798081869984
"Collapsed vertebra, not elsewhere classified, lumbosacral region, subsequent encounter for fracture with routine healing",9.22144272315826
non-mucinous bronchiolo-alveolar carcinoma of trachea,9.221291202786283
Stage III Prostate Cancer AJCC v7,9.220304579040835
"Villonodular synovitis (pigmented), left wrist",9.217628761386658
LDL - Low density lipoprotein cholesterol level result,9.217408213620837
septic thrombophlebitis of leg,9.217339092714825
"breast infection associated with pregnancy, puerperium, or lactation",9.217016017833137
coomb indirect,9.216953659837097
"Other nondisplaced fracture of lower end of unspecified humerus, subsequent encounter for fracture with malunion",9.216804665629695
"Thrown from animal being ridden, other specified person injured",9.216416730000732
Indomethacin overdose,9.214619583447536
Head and Neck Small Cell Carcinoma,9.214103849739367
Renal failure following abortion and ectopic and molar pregnancy,9.213879042709298
postprocedural genitourinary system hematoma following a genitourinary system procedure,9.213774235190098
IDH2 NP_002159.2:p.R172S,9.21323317593323
Ganglion cyst of right wrist,9.212797848160807
"Other displaced fracture of upper end of right humerus, initial encounter for open fracture",9.212716001055625
Hypophosphatemia,9.211983493295026
"Chronic postrheumatic arthropathy [Jaccoud], wrist",9.211699954837792
Physiological anomaly of neonatal skin,9.211265772892176
upper jaw; odontoameloblastoma,9.210797683488556
"Maternal care for anti-D [Rh] antibodies, first trimester, other fetus",9.210509332425382
"thrombus due to vascular device, implant, or graft",9.210470053202194
"Strain of other specified muscles and tendons at ankle and foot level, right foot, subsequent encounter",9.210068329559755
well differentiated liposarcoma of kidney,9.207611212159001
"Displaced fracture of base of neck of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing",9.207587177421306
"Sprain of tarsometatarsal ligament of right foot, initial encounter",9.205862953351097
"Nontraffic accident involving overturning of off-road motor vehicle, except snow vehicle, occupant of tram injured",9.205187736065032
Hemidysaesthesia,9.204998828461713
"Unspecified fracture of head of unspecified femur, subsequent encounter for closed fracture with delayed healing",9.203644387149163
Bladder Malignant PEComa,9.203354985526131
"Mental and behavioral disorders due to use of cocaine, harmful use",9.202858354675902
Differentiated intraepithelial neoplasia,9.200331466675712
DRUG REACTION MULTIPLE,9.199602139316895
BLV Infections,9.19867038914005
"Laryngotracheal Stenosis, Progressive, with Short Stature and Arthropathy",9.198622981403398
"Poisoning by multiple unspecified drugs, medicaments and biological substances, accidental (unintentional), sequela",9.198556441590632
"Obstructed labor due to face presentation, not applicable or unspecified",9.198251973638632
psilocin poisoning with undetermined intent,9.198174872630695
Rheumatoid arthritis of temporomandibular joint,9.195949898179409
"Partial traumatic amputation of one unspecified lesser toe, sequela",9.195887067048442
"Military operations involving other explosions and fragments, military personnel, sequela",9.195545048099461
"Displaced comminuted fracture of shaft of humerus, unspecified arm, sequela",9.194651266102564
deviousness and scheming,9.193588391179196
self-inflicted overdose of penicillin G,9.193108289036564
disproportion at birth due to conjoined twins with baby delivered,9.192665552844874
"Gout, unspecified, other site",9.192344632454354
green penile discharge,9.190657391110339
"Drug-induced chronic gout, right wrist, without tophus (tophi)",9.190555647623064
Benign Germinative Follicular Epithelium Neoplasm,9.19051843938788
"Displaced fracture of proximal phalanx of right ring finger, initial encounter for open fracture",9.190320071573638
Centrocytic (mantle cell) lymphoma (Kiel classification) stage I,9.190231781142812
"Tuberculosis of peripheral lymph nodes, bacteriological or histological examination unknown (at present)",9.190230265435819
Anxiety or fear,9.190219771219125
Cervical herniation of lung lobe,9.190168806095615
"Hodgkin's disease, lymphocytic depletion of cerebellum",9.189846751681724
Phenothiazine antipsychotics and neuroleptics causing adverse effects in therapeutic use,9.189539063885606
HERPES SIMPLEX CULTURE POSITIVE,9.189354070041576
Other sprain of right ring finger,9.186767839830742
Brachial Neuralgia,9.186513673353662
Acetylcholine overdose,9.18637819960366
Closed fracture dislocation of digit of hand,9.186337189078818
"Melanoma in situ of left lower eyelid, including canthus",9.185942788018444
neoplasm of soft tissue of left hand,9.185786358521236
"Displaced fracture of distal phalanx of unspecified lesser toe(s), subsequent encounter for fracture with delayed healing",9.185776903382195
Warty-Basaloid Penile Intraepithelial Neoplasia,9.185456417236654
Pelizaeus-Merzbacher Disease,9.185288380883444
Bullous Dermatitis,9.185127710854196
"Type II occipital condyle fracture, unspecified side, subsequent encounter for fracture with routine healing",9.184812816909842
Depressed bipolar I disorder in remission,9.184805600395578
drug-induced secondary parkinsonism,9.184263762688069
wound of buttock,9.184150173499175
Noninfective encephalomyelitis,9.184046251251894
Desflurane overdose of undetermined intent,9.183935576964343
Factor XI products allergy,9.183580319917628
Abscess sweat gland,9.183507788468077
"Macrothrombocytopenia-Stomatocytosis, Mediterranean",9.182986066200648
"Displaced fracture of greater tuberosity of right humerus, subsequent encounter for fracture with malunion",9.182590386724623
Rodent Progressive Cardiomyopathy,9.1825022934013
"Puncture wound without foreign body of unspecified lesser toe(s) without damage to nail, initial encounter",9.180873033347346
"Neural tube defect, folate-sensitive",9.180822773102049
Alcoholic relapse,9.18035223002285
angioimmunoblastic T-cell lymphoma of oropharynx,9.179847581811924
conditions that have their origin in the fetal or perinatal period (before birth through the first 28 days after birth) even if morbidity occurs later,9.179329012642064
Piperazine oestrone sulphate allergy,9.178913406328636
Sprain of carpal joint of unspecified wrist,9.177344545642669
"Unspecified displaced fracture of surgical neck of unspecified humerus, subsequent encounter for fracture with delayed healing",9.175423063364907
diabetic retinal edema of right eye,9.175030866931962
"Emotionally unstable personality disorder, impulsive type",9.174650281982322
Carcinoma Unspecified Site,9.174532075360327
rupture of celiac trunk,9.173758017844948
"Lead-induced chronic gout, right hand, without tophus (tophi)",9.173719812239044
"Pedestrian on roller-skates injured in collision with other nonmotor vehicle in traffic accident, sequela",9.173371276014821
"Unspecified injury of muscle and tendon of long extensor muscle of toe at ankle and foot level, right foot, subsequent encounter",9.170882386310845
Lack of drug action,9.170137741241751
"Pedestrian on roller-skates injured in collision with two- or three-wheeled motor vehicle in traffic accident, initial encounter",9.169713441506024
language or speech disorder,9.169385438623936
open fracture-dislocation of articular surface of anterior proximal end of right humerus,9.166861376439035
Ceftriaxone overdose,9.166799152441843
DARWINIAN TUBERCLE OF PINNA,9.163399494544786
subluxation of left scapula,9.162392447134682
"Nondisplaced fracture of cuboid bone of left foot, initial encounter for open fracture",9.160924193939303
Adverse reaction to vaccine or biological substance NOS,9.160557915626434
rectum; impervious,9.158489238309848
"Glaucomatous optic atrophy, bilateral",9.158271777425831
desmoplastic small round cell sarcoma of lung,9.157353114813791
Bupivacaine overdose,9.155887290543069
Synovial fluid cloudy,9.155721735954911
"complications due to genitourinary device, implant, or graft",9.155704740519518
Nondependent antidepressant type drug abuse in remission,9.155254850629284
Sports hernia,9.151829660011048
[X]Dementia: [multi-infarct] or [predominantly cortical],9.151509099957956
Allergy to trilostane,9.147274656977837
"Fracture of unspecified tarsal bone(s) of unspecified foot, subsequent encounter for fracture with routine healing",9.14622804676931
Threatened labor,9.145636143893936
ALK-negative anaplastic large cell lymphoma in extranodal and solid organ sites,9.145499135611384
giant cell sarcoma of pancreas,9.144884962246152
Fungus identified &#x7C; Blood &#x7C; Microbiology,9.144503478605518
Allergy to sulfadiazine,9.139417912383035
Large cell carcinoma of the respiratory tract stage IIIB,9.138135811649105
More than 80% of predicted peak expiratory flow rate,9.13801958997307
Juvenile osteochondrosis of tibia and fibula of left leg,9.137402260882254
Fracture of unspecified part of neck of left femur,9.1366391512714
late cerebrovascular disease effects: monoplegia of lower limb affecting right dominant side,9.136629200806793
Transscaphoid-capitate-hamate-triquetral-perilunate fracture dislocation,9.136483704927976
gunshot wound of bladder,9.133653058111387
phlebitis of deep femoral vein bilateral,9.132478723715748
allergy testing hexamethylene diisocyanate induration,9.131930928793802
Screenwash causing toxic effect,9.131899547157388
CD79A Negative,9.13129091287351
"persistent; anal membrane, with fistula",9.125462406749696
nonclosure; foramen botalli,9.124921668029215
Mouse Follicular Thyroid Carcinoma,9.124889577779227
Air delivered during case &#x7C; Gas delivery system &#x7C; Respiratory measures and Ventilator management,9.124030536726808
trichophytobezoar; stomach,9.122933348482297
"War operations involving flamethrower, military personnel, initial encounter",9.11994591186504
"Pathological dislocation of unspecified joint, not elsewhere classified",9.118166946133073
type 2 diabetes mellitus with ophthalmoplegia of both eyes,9.117843863844655
Mucocutaneous disorder,9.117135665521344
"Injury of radial nerve at wrist and hand level of right arm, initial encounter",9.116104500161883
"Chromosomal alteration, eleventh pair",9.116042907616148
"Deafness, Autosomal Recessive 36, Without Vestibular Involvement",9.114903144721408
Accidental proxymetacaine overdose,9.114368482532562
Langerhans cell sarcoma of intrahepatic bile duct,9.11041550576226
"Nondependent amphetamine or psychostimulant abuse, continuous",9.109830633511393
"[X]Assault by steam, hot vapours and hot objects, occurrence at other specified place",9.109706860864675
lung transplant; pain,9.107923420029007
lung; effusion,9.10198992346548
lung transplant; infection or inflammation,9.100643701798436
Pilonidal disease,9.099686590924936
drug toxicity opium accidental,9.097360565240363
"rupture; eye, traumatic, with loss of intraocular tissue",9.094630075256468
closed fracture of left eighth rib,9.093191153945137
"Unspecified occupant of three-wheeled motor vehicle injured in collision with pedal cycle in nontraffic accident, subsequent encounter",9.090895016285671
Dysfunction of left eustachian tube,9.088095698883015
"placenta; hemorrhage, complicating delivery",9.086425475114396
"Disseminated chorioretinal inflammation of posterior pole, bilateral",9.083313586549181
defense response to Gram-positive bacterium,9.081868035532576
Shunt stenosis,9.081532710527046
Laceration with foreign body of right lesser toe(s) with damage to nail,9.080103490018251
"Subacute confusional state, post-traumatic",9.077692913001847
"Adenocarcinoma, Scirrhous",9.076191986444467
"Traumatic rupture of collateral ligament of left ring finger at metacarpophalangeal and interphalangeal joint, initial encounter",9.075312420713614
renal; nanism,9.073958010336852
Transformiminase (biological function),9.070092899892977
"Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye",9.069727974724566
"Dislocation of metacarpophalangeal joint of left ring finger, initial encounter",9.068444709704002
"Unspecified occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object in nontraffic accident, subsequent encounter",9.066266089671318
tuberculosis of adenoids TB (+) other way (-) bacteriology (-) histology,9.066023291342429
diffuse serous labyrinthitis,9.064181173744732
Post operative renal failure,9.0614264967588
Organic parasomnia,9.055715630710381
"Continuing pregnancy after spontaneous abortion of one fetus or more, unspecified trimester, other fetus",9.053184165569922
"Primary open-angle glaucoma, bilateral, stage unspecified",9.051574372409483
"Obesity, hypoplasmic",9.050529331495568
Obesity due to SIM1 deficiency,9.049990694742032
Right Hernia,9.045094148724333
umbilical cord entanglement with compression,9.043290909673606
"Malignant neoplasm of nipple and areola, unspecified female breast",9.040401784615518
phlebitis of the plantar surface of the femoropopliteal vein,9.039677370885306
Bilateral scleromalacia perforans of eyes,9.037420880306948
Mucolipidosis Type IIIA,9.036762853126255
"Unspecified fracture of right calcaneus, initial encounter for closed fracture",9.03454218105307
Cerebrovascular accident due to occlusion of left vertebral artery,9.027915208008556
HEPATITIS DRUG INDUCED ALDOMET,9.025626925009757
Abnormal auditory perception,9.021650244696936
hamartoma of left atrium,9.019951512788117
Trichomonal vulvovaginitis,9.010938817650754
"Derangement of unspecified meniscus due to old tear or injury, left knee",9.00354454972935
"abuse; hormones, non-dependent",8.999380174377668
"Lead-induced chronic gout, unspecified hand, without tophus (tophi)",8.998155980209052
"Accident involving collision between powered vehicle, used solely within the buildings and premises of an industrial or commercial establishment, and another object",8.994889418526483
Infection due to Treponema pallidum NOS,8.98290119995446
Sweating Sickness,8.982058793610312
insecticide susceptibility/resistance,8.960840478772333
End-diastolic left ventricular cavity shape,8.95930991508423
"Other viral diseases, not elsewhere classified",8.957658713184
myositis; tuberculous (manifestation),8.953545371027317
"Maternal care for other specified fetal problems, first trimester, other fetus",8.946861219490142
Myotenositis,8.93325665042313
gunshot wound caused by legal intervention by firearms,8.928247760453187
contusion with intact skin of anterior surface of neck,8.924824126139253
"Complete traumatic amputation of one right lesser toe, sequela",8.9247369214583
sarcoid iritis,8.918371645094274
reticulosis; nonlipid,8.912888520778692
T-large cell anaplastic (Ki-1+) lymphoma (Kiel Classification) stage II,8.90471539540873
"Malignant neoplasm, overlapping lesion of bladder",8.901159658384131
"Fall in train, other specified person injured",8.900694661137722
Contusion of finger of left hand,8.900037186757254
"Displaced fracture (avulsion) of medial epicondyle of right humerus, subsequent encounter for fracture with nonunion",8.899240535260414
Flaccid hemiplegia of right nondominant side,8.89680500568658
Chondrodysplasia Punctata with Coagulation Factor Deficiency,8.896539516496057
Other childhood disorders of social functioning,8.893576175343727
"Laceration of intrinsic muscle, fascia and tendon of left middle finger at wrist and hand level, subsequent encounter",8.892751191925809
disproportion at birth due to fetal hydrops with baby delivered,8.891289690442877
"Puncture wound with foreign body of unspecified toe(s) with damage to nail, initial encounter",8.889374683587283
deep third degree burns of left ankle,8.886094924323883
Tinea due to Microsporum gypseum,8.88151370520944
"Nondisplaced fracture of second metatarsal bone, unspecified foot, subsequent encounter for fracture with malunion",8.880764548466495
"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye",8.880280532554096
"Heatstroke and sunstroke, subsequent encounter",8.876685314114232
Partial rupture of ureteropelvic junction,8.874202955912512
occiput from atlas; dislocation,8.863403453218115
"Chronic iridocyclitis, right eye",8.861395111502016
Developmental malformation of branchial arch,8.860812132873445
parental concerns child does not like peek-a-boo or hide-and-seek,8.859338970111517
Vaccination site swelling,8.858741395168353
Supernumerary permanent mandibular left canine tooth,8.85453292422891
Herpes zoster of skin of neck,8.852110198665263
spondylopathy in diseases classified elsewhere in lumbosacral region,8.850081489401378
neoplasm of peripancreatic tissue,8.84964964797452
alk-positive anaplastic large cell lymphoma of spleen,8.84885460772627
gravid with Shirodkar suture,8.848525264998289
neoplasm of abdominal wall muscle,8.847663388520264
"Crushing injury of left ring finger, initial encounter",8.844516603420262
"Pedestrian on foot injured in collision with two- or three-wheeled motor vehicle in traffic accident, sequela",8.842761994533893
Fracture of transverse process of thoracic vertebra,8.841626164714086
Smouldering variant of adult T-cell lymphoma/leukemia (HTLV-1-associated),8.835875598447457
"Polyhydramnios, second trimester, fetus 5",8.833438255957192
Articular disc disorder of right temporomandibular joint,8.83291968535338
paralysis of wrist,8.832903322659686
"VULVA, SENILE ATROPHY",8.832669635420352
3-Methylcrotonyl-CoA carboxylase deficiency &#x7C; DBS &#x7C; Chemistry - non-challenge,8.827979896073177
Subdural and cerebral hemorrhage due to birth trauma,8.827443587743776
"Tuberculosis of larynx, trachea and bronchus",8.827404461611012
"Laceration of flexor muscle, fascia and tendon of right index finger at wrist and hand level, sequela",8.826872021726885
"Other infective (teno)synovitis, shoulder",8.818042783844035
drug potency,8.81792629463135
"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and boundary fence or guard rail, other specified person injured",8.815314168719002
giant cell glioblastoma of cranial nerve,8.814776373114949
clear cell chondrosarcoma of bone,8.814357199985086
"Puncture wound without foreign body of unspecified great toe with damage to nail, initial encounter",8.81274330965507
"Noncollision motor vehicle traffic accident involving fall down stairs of motor bus while boarding or alighting, rider of animal or occupant of animal-drawn vehicle injured",8.81151140690885
"Periprosthetic fracture around internal prosthetic left knee joint, initial encounter",8.80997581090742
abnormal pulmonary shunt,8.809422217889056
Abnormality of digestive system morphology,8.80914767104057
Recurrent Childhood Burkitt Lymphoma,8.805946985265944
Scrotal hypospadias,8.800206149123053
"mental; disorder, affecting management of pregnancy, childbirth or puerperium",8.800082059934232
"Sprain of other ligament of left ankle, initial encounter",8.798760034766765
"Traumatic rupture of collateral ligament of left ring finger at metacarpophalangeal and interphalangeal joint, subsequent encounter",8.798737677345212
"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye",8.797943064129667
Cervical Intraepithelial Neoplasia,8.797115063868915
Pontocerebellar Hypoplasia Type 2,8.793568769592818
"adult gender dysphoria, sexually attracted to females",8.793478826193477
"Unspecified injury of extensor muscle, fascia and tendon of unspecified finger at wrist and hand level, sequela",8.786847281336314
Peri-nipple pigmentation,8.784694976675468
"Displaced fracture of middle phalanx of left index finger, subsequent encounter for fracture with nonunion",8.783918428308152
hamartoma of right atrium,8.782452142915245
phlebitis of the dorsal surface of the saphenous vein,8.78199723499323
Zooparasitic portal cirrhosis,8.779968333588984
Adenoma of the Rat Rectum,8.776943588524986
adenocarcinoma of lung with cartilaginous and osseous metaplasia,8.77581564614787
Zuclopenthixol overdose,8.774766062415567
DRUG ABUSE INHALANTS,8.772767654276937
"Type III occipital condyle fracture, unspecified side, initial encounter for closed fracture",8.772150868169026
displaced fracture of third metatarsal bone of right foot,8.771907700077783
"pronation; foot, congenital",8.769405280362111
Primary ganglioneuroblastoma of brain,8.767916823500615
"Accident in alighting from aircraft, occupant of commercial aircraft in surface to air transport injured",8.76665340140664
Hoigne's syndrome,8.765595665060875
"Puncture wound with foreign body of left lesser toe(s) without damage to nail, initial encounter",8.76530403535992
