Compound name,Compound,Gene Symbol,ncbitaxid,RelationSign
piperine,CP00542400,ALOX5,9606,associate
piperine,CP00542400,CYP2B6,9606,associate
piperine,CP00542400,PLCE1,9606,associate
piperine,CP00542400,PIRT,9606,associate
piperine,CP00542400,PRSS1,9606,associate
piperine,CP00542400,PRKACA,9606,associate
piperine,CP00542400,VAT1,9606,associate
piperine,CP00542400,KCNJ10,9606,associate
piperine,CP00542400,DECR1,9606,associate
piperine,CP00542400,DGAT2,9606,associate
piperine,CP00542400,NFKB1,9606,associate
piperine,CP00542400,CTSD,9606,associate
piperine,CP00542400,ABCG2,9606,associate
piperine,CP00542400,SGPP1,9606,associate
piperine,CP00542400,PLPPR2,9606,associate
piperine,CP00542400,NAPSA,9606,associate
piperine,CP00542400,MMP13,9606,associate
piperine,CP00542400,ADAM10,9606,associate
piperine,CP00542400,PRKCQ,9606,associate
piperine,CP00542400,PRKCG,9606,associate
piperine,CP00542400,ATF2,9606,associate
piperine,CP00542400,PLPP1,9606,associate
piperine,CP00542400,ABCB1,9606,associate
piperine,CP00542400,ERBB2,9606,associate
piperine,CP00542400,REN,9606,associate
piperine,CP00542400,PKN3,9606,associate
piperine,CP00542400,REL,9606,associate
piperine,CP00542400,SPICE1,9606,associate
piperine,CP00542400,KDM1B,9606,associate
piperine,CP00542400,SGK494,9606,associate
piperine,CP00542400,CYP7A1,9606,associate
piperine,CP00542400,GUSB,9606,associate
piperine,CP00542400,UGT1A1,9606,associate
piperine,CP00542400,FOS,9606,associate
piperine,CP00542400,HPSE,9606,associate
piperine,CP00542400,PGA5,9606,associate
piperine,CP00542400,SGPP2,9606,associate
piperine,CP00542400,BACE1,9606,associate
piperine,CP00542400,PGA3,9606,associate
piperine,CP00542400,PRKCH,9606,associate
piperine,CP00542400,PLPP2,9606,associate
piperine,CP00542400,PRKCD,9606,associate
piperine,CP00542400,BACE2,9606,associate
piperine,CP00542400,URAD,9606,associate
piperine,CP00542400,PKN1,9606,associate
piperine,CP00542400,XRCC3,9606,associate
piperine,CP00542400,UGT1A10,9606,associate
piperine,CP00542400,UGT1A9,9606,associate
piperine,CP00542400,CTSE,9606,associate
piperine,CP00542400,BECN1,9606,associate
piperine,CP00542400,PLA2G4A,9606,associate
piperine,CP00542400,UTRN,9606,associate
piperine,CP00542400,NGF,9606,associate
piperine,CP00542400,PKN2,9606,associate
piperine,CP00542400,PLPP3,9606,associate
piperine,CP00542400,DOLPP1,9606,associate
piperine,CP00542400,PGC,9606,associate
piperine,CP00542400,UGT1A4,9606,associate
piperine,CP00542400,UGT1A5,9606,associate
piperine,CP00542400,UGT1A7,9606,associate
piperine,CP00542400,UGT1A8,9606,associate
piperine,CP00542400,PGA4,9606,associate
piperine,CP00542400,GLDC,9606,associate
piperine,CP00542400,CTNS,9606,associate
piperine,CP00542400,GCH1,9606,associate
piperine,CP00542400,PLPP4,9606,associate
piperine,CP00542400,KDM1A,9606,associate
piperine,CP00542400,CREB1,9606,associate
piperine,CP00542400,PLPP5,9606,associate
piperine,CP00542400,UGT1A3,9606,associate
piperine,CP00542400,Maoa,10116,inhibit
piperine,CP00542400,SMN2,9606,associate
piperine,CP00542400,BCHE,9796,inhibit
piperine,CP00542400,TDP1,9606,associate
piperine,CP00542400,SLCO1B1,9606,inhibit
piperine,CP00542400,SLCO1B3,9606,inhibit
piperine,CP00542400,CYP1A1,9606,inhibit
piperine,CP00542400,GPR183,9606,associate
piperine,CP00542400,F3,9606,associate
piperine,CP00542400,HRH3,9606,associate
piperine,CP00542400,SIGMAR1,9606,associate
piperine,CP00542400,CNR1,9606,associate
piperine,CP00542400,SENP7,9606,associate
piperine,CP00542400,GPR55,9606,associate
piperine,CP00542400,TGFBR2,9606,associate
piperine,CP00542400,STK4,9606,associate
piperine,CP00542400,VCAM1,9606,associate
piperine,CP00542400,ADCY1,9606,associate
piperine,CP00542400,ADAMTS4,9606,associate
piperine,CP00542400,CFTR,9606,associate
piperine,CP00542400,CYP11B2,9606,associate
piperine,CP00542400,GGPS1,9606,associate
piperine,CP00542400,CACNA1B,9606,associate
piperine,CP00542400,FGF1,9606,associate
piperine,CP00542400,FCER2,9606,associate
piperine,CP00542400,FOLR1,9606,associate
piperine,CP00542400,ALOX5AP,9606,associate
piperine,CP00542400,PDK2,9606,associate
piperine,CP00542400,PHOSPHO1,9606,associate
piperine,CP00542400,TMPRSS11D,9606,associate
piperine,CP00542400,TMPRSS6,9606,associate
piperine,CP00542400,ITGA4,9606,associate
piperine,CP00542400,SSTR3,9606,associate
piperine,CP00542400,STS,9606,associate
piperine,CP00542400,SSTR5,9606,associate
piperine,CP00542400,WNT3A,9606,associate
piperine,CP00542400,PDE1B,9606,associate
piperine,CP00542400,PLA2G2A,9606,associate
piperine,CP00542400,KIF11,9606,associate
piperine,CP00542400,SERPINE1,9606,associate
piperine,CP00542400,TXK,9606,associate
piperine,CP00542400,NAMPT,9606,associate
piperine,CP00542400,CDK8,9606,associate
piperine,CP00542400,CHRNA3,9606,associate
piperine,CP00542400,CYP51A1,9606,associate
piperine,CP00542400,POLB,9606,associate
piperine,CP00542400,EP300,9606,associate
piperine,CP00542400,TPSAB1,9606,associate
piperine,CP00542400,PIP4K2B,9606,associate
piperine,CP00542400,DLG4,9606,associate
piperine,CP00542400,MIF,9606,associate
piperine,CP00542400,CD74,9606,associate
piperine,CP00542400,PRF1,9606,associate
piperine,CP00542400,KDM4C,9606,associate
piperine,CP00542400,HTR7,9606,associate
piperine,CP00542400,GSK3B,9606,associate
piperine,CP00542400,BMP4,9606,associate
piperine,CP00542400,NEK4,9606,associate
piperine,CP00542400,CA1,9606,associate
piperine,CP00542400,GALR1,9606,associate
piperine,CP00542400,AKT1,9606,associate
piperine,CP00542400,FES,9606,associate
piperine,CP00542400,KCNA5,9606,associate
piperine,CP00542400,LDHB,9606,associate
piperine,CP00542400,SCARB1,9606,associate
piperine,CP00542400,MLYCD,9606,associate
piperine,CP00542400,CDC42BPA,9606,associate
piperine,CP00542400,S1PR4,9606,associate
piperine,CP00542400,FPR1,9606,associate
piperine,CP00542400,CA7,9606,associate
piperine,CP00542400,HLA-A,9606,associate
piperine,CP00542400,P2RY14,9606,associate
piperine,CP00542400,TNFRSF1A,9606,associate
piperine,CP00542400,TAOK3,9606,associate
piperine,CP00542400,DCTPP1,9606,associate
piperine,CP00542400,RAD51,9606,associate
piperine,CP00542400,F10,9606,associate
piperine,CP00542400,PDGFRB,9606,associate
piperine,CP00542400,ITGAL,9606,associate
piperine,CP00542400,F9,9606,associate
piperine,CP00542400,THRB,9606,associate
piperine,CP00542400,WDR5,9606,associate
piperine,CP00542400,ALOX12,9606,associate
piperine,CP00542400,CALCA,9606,associate
piperine,CP00542400,NOTCH3,9606,associate
piperine,CP00542400,MERTK,9606,associate
piperine,CP00542400,MAPK7,9606,associate
piperine,CP00542400,SCN2A,9606,associate
piperine,CP00542400,FLT3,9606,associate
piperine,CP00542400,DYRK4,9606,associate
piperine,CP00542400,CTRC,9606,associate
piperine,CP00542400,NISCH,9606,associate
piperanine,CP04483923,TRPV1,9606,associate
piperanine,CP04483923,ATAD5,9606,associate
piperanine,CP04483923,TARDBP,9606,associate
piperanine,CP04483923,LOC108260043,7998,associate
piperanine,CP04483923,ALOX5,9606,associate
piperanine,CP04483923,TRPA1,9606,associate
piperanine,CP04483923,PTGS1,9606,associate
piperanine,CP04483923,MAOB,9606,associate
piperanine,CP04483923,TAAR1,9606,associate
piperanine,CP04483923,SLC6A3,9606,associate
piperanine,CP04483923,HDAC1,9606,associate
piperanine,CP04483923,HRH3,9606,associate
piperanine,CP04483923,CNR1,9606,associate
piperanine,CP04483923,EDNRB,9606,associate
piperanine,CP04483923,F2R,9606,associate
piperanine,CP04483923,CA2,9606,associate
piperanine,CP04483923,L3MBTL3,9606,associate
piperanine,CP04483923,PTGS2,9606,associate
piperanine,CP04483923,HDAC3,9606,associate
piperanine,CP04483923,PDE5A,9606,associate
piperanine,CP04483923,CNR2,9606,associate
piperanine,CP04483923,DPP4,9606,associate
piperanine,CP04483923,CHRM5,9606,associate
piperanine,CP04483923,F3,9606,associate
piperanine,CP04483923,CDC25A,9606,associate
piperanine,CP04483923,PREP,9606,associate
piperanine,CP04483923,CHRM2,9606,associate
piperanine,CP04483923,ALOX15,9606,associate
piperanine,CP04483923,TBXA2R,9606,associate
piperanine,CP04483923,TGFBR2,9606,associate
piperanine,CP04483923,SLCO1B1,9606,associate
piperanine,CP04483923,STK4,9606,associate
piperanine,CP04483923,VCAM1,9606,associate
piperanine,CP04483923,ADCY1,9606,associate
piperanine,CP04483923,ADAMTS4,9606,associate
piperanine,CP04483923,CFTR,9606,associate
piperanine,CP04483923,CYP11B2,9606,associate
piperanine,CP04483923,GGPS1,9606,associate
piperanine,CP04483923,CACNA1B,9606,associate
piperanine,CP04483923,FGF1,9606,associate
piperanine,CP04483923,FCER2,9606,associate
piperanine,CP04483923,FOLR1,9606,associate
piperanine,CP04483923,ALOX5AP,9606,associate
piperanine,CP04483923,PDK2,9606,associate
piperanine,CP04483923,PHOSPHO1,9606,associate
piperanine,CP04483923,TMPRSS11D,9606,associate
piperanine,CP04483923,TMPRSS6,9606,associate
piperanine,CP04483923,PRKCE,9606,associate
piperanine,CP04483923,ITGA4,9606,associate
piperanine,CP04483923,SSTR3,9606,associate
piperanine,CP04483923,STS,9606,associate
piperanine,CP04483923,SSTR5,9606,associate
piperanine,CP04483923,WNT3A,9606,associate
piperanine,CP04483923,PDE1B,9606,associate
piperanine,CP04483923,PLA2G4A,9606,associate
piperanine,CP04483923,PLA2G2A,9606,associate
piperanine,CP04483923,RELA,9606,associate
piperanine,CP04483923,KIF11,9606,associate
piperanine,CP04483923,SERPINE1,9606,associate
piperanine,CP04483923,TXK,9606,associate
piperanine,CP04483923,NAMPT,9606,associate
piperanine,CP04483923,CDK8,9606,associate
piperanine,CP04483923,NR1H4,9606,associate
piperanine,CP04483923,CHRNA3,9606,associate
piperanine,CP04483923,CYP51A1,9606,associate
piperanine,CP04483923,PKN2,9606,associate
piperanine,CP04483923,POLB,9606,associate
piperanine,CP04483923,EP300,9606,associate
piperanine,CP04483923,TPSAB1,9606,associate
piperanine,CP04483923,PIP4K2B,9606,associate
piperanine,CP04483923,DLG4,9606,associate
piperanine,CP04483923,MIF,9606,associate
piperanine,CP04483923,CD74,9606,associate
piperanine,CP04483923,PRF1,9606,associate
piperanine,CP04483923,KDM4C,9606,associate
piperanine,CP04483923,HTR7,9606,associate
piperanine,CP04483923,GSK3B,9606,associate
piperanine,CP04483923,BMP4,9606,associate
piperanine,CP04483923,NEK4,9606,associate
piperanine,CP04483923,CA1,9606,associate
piperanine,CP04483923,GALR1,9606,associate
piperanine,CP04483923,AKT1,9606,associate
piperanine,CP04483923,FES,9606,associate
piperanine,CP04483923,PRKCQ,9606,associate
piperanine,CP04483923,KCNA5,9606,associate
piperanine,CP04483923,LDHB,9606,associate
piperanine,CP04483923,SCARB1,9606,associate
piperanine,CP04483923,MLYCD,9606,associate
piperanine,CP04483923,CDC42BPA,9606,associate
piperanine,CP04483923,S1PR4,9606,associate
piperanine,CP04483923,FPR1,9606,associate
piperanine,CP04483923,CA7,9606,associate
piperanine,CP04483923,HLA-A,9606,associate
piperanine,CP04483923,P2RY14,9606,associate
piperanine,CP04483923,TNFRSF1A,9606,associate
piperanine,CP04483923,TAOK3,9606,associate
piperanine,CP04483923,DCTPP1,9606,associate
piperanine,CP04483923,RAD51,9606,associate
piperanine,CP04483923,F10,9606,associate
piperanine,CP04483923,PDGFRB,9606,associate
piperanine,CP04483923,ITGAL,9606,associate
piperanine,CP04483923,F9,9606,associate
piperanine,CP04483923,TRPM8,9606,associate
piperanine,CP04483923,THRB,9606,associate
piperanine,CP04483923,WDR5,9606,associate
piperlonguminine,CP04483926,TRPV1,9606,associate
piperlonguminine,CP04483926,ATAD5,9606,associate
piperlonguminine,CP04483926,HDAC6,9606,associate
piperlonguminine,CP04483926,GMNN,9606,associate
piperlonguminine,CP04483926,BRCA1,9606,associate
piperlonguminine,CP04483926,TARDBP,9606,associate
piperlonguminine,CP04483926,LOC108260043,7998,associate
piperlonguminine,CP04483926,BACE1,9606,associate
piperlonguminine,CP04483926,ADIPOQ,9606,associate
piperlonguminine,CP04483926,ALOX5,9606,associate
piperlonguminine,CP04483926,MITF,9606,associate
piperlonguminine,CP04483926,SLC2A4,9606,associate
piperlonguminine,CP04483926,APP,9606,associate
piperlonguminine,CP04483926,IRS1,9606,associate
piperlonguminine,CP04483926,PTGS1,9606,associate
piperlonguminine,CP04483926,TYR,9606,associate
piperlonguminine,CP04483926,PPARG,9606,associate
piperlonguminine,CP04483926,KALRN,9606,associate
piperlonguminine,CP04483926,PLEKHG4B,9606,associate
piperlonguminine,CP04483926,ARHGEF40,9606,associate
piperlonguminine,CP04483926,MCF2L2,9606,associate
piperlonguminine,CP04483926,TRIO,9606,associate
piperlonguminine,CP04483926,PPL,9606,associate
piperlonguminine,CP04483926,PLEKHG4,9606,associate
piperlonguminine,CP04483926,SESTD1,9606,associate
piperlonguminine,CP04483926,MCF2,9606,associate
piperlonguminine,CP04483926,HDAC1,9606,inhibit
piperlonguminine,CP04483926,HDAC3,9606,inhibit
piperlonguminine,CP04483926,HDAC6,9606,inhibit
piperlonguminine,CP04483926,TDP1,9606,associate
piperlonguminine,CP04483926,SOAT1,9606,associate
piperlonguminine,CP04483926,CNR2,9606,associate
piperlonguminine,CP04483926,EDNRA,9606,associate
piperlonguminine,CP04483926,CNR1,9606,associate
piperlonguminine,CP04483926,HDAC3,9606,associate
piperlonguminine,CP04483926,HDAC1,9606,associate
piperlonguminine,CP04483926,SLC6A4,9606,associate
piperlonguminine,CP04483926,PIK3CG,9606,associate
piperlonguminine,CP04483926,MAOB,9606,associate
piperlonguminine,CP04483926,IRAK1,9606,associate
piperlonguminine,CP04483926,EDNRB,9606,associate
piperlonguminine,CP04483926,CDC25B,9606,associate
piperlonguminine,CP04483926,PPARD,9606,associate
piperlonguminine,CP04483926,TRPA1,9606,associate
piperlonguminine,CP04483926,F3,9606,associate
piperlonguminine,CP04483926,CLK4,9606,associate
piperlonguminine,CP04483926,GCKR,9606,associate
piperlonguminine,CP04483926,TGFBR2,9606,associate
piperlonguminine,CP04483926,SLCO1B1,9606,associate
piperlonguminine,CP04483926,STK4,9606,associate
piperlonguminine,CP04483926,VCAM1,9606,associate
piperlonguminine,CP04483926,ADCY1,9606,associate
piperlonguminine,CP04483926,ADAMTS4,9606,associate
piperlonguminine,CP04483926,CFTR,9606,associate
piperlonguminine,CP04483926,CYP11B2,9606,associate
piperlonguminine,CP04483926,GGPS1,9606,associate
piperlonguminine,CP04483926,CACNA1B,9606,associate
piperlonguminine,CP04483926,FGF1,9606,associate
piperlonguminine,CP04483926,FCER2,9606,associate
piperlonguminine,CP04483926,FOLR1,9606,associate
piperlonguminine,CP04483926,ALOX5AP,9606,associate
piperlonguminine,CP04483926,PDK2,9606,associate
piperlonguminine,CP04483926,PHOSPHO1,9606,associate
piperlonguminine,CP04483926,TMPRSS11D,9606,associate
piperlonguminine,CP04483926,TMPRSS6,9606,associate
piperlonguminine,CP04483926,PRKCE,9606,associate
piperlonguminine,CP04483926,ITGA4,9606,associate
piperlonguminine,CP04483926,SSTR3,9606,associate
piperlonguminine,CP04483926,STS,9606,associate
piperlonguminine,CP04483926,SSTR5,9606,associate
piperlonguminine,CP04483926,WNT3A,9606,associate
piperlonguminine,CP04483926,PDE1B,9606,associate
piperlonguminine,CP04483926,PLA2G4A,9606,associate
piperlonguminine,CP04483926,PLA2G2A,9606,associate
piperlonguminine,CP04483926,RELA,9606,associate
piperlonguminine,CP04483926,KIF11,9606,associate
piperlonguminine,CP04483926,SERPINE1,9606,associate
piperlonguminine,CP04483926,TXK,9606,associate
piperlonguminine,CP04483926,NAMPT,9606,associate
piperlonguminine,CP04483926,CDK8,9606,associate
piperlonguminine,CP04483926,NR1H4,9606,associate
piperlonguminine,CP04483926,CHRNA3,9606,associate
piperlonguminine,CP04483926,CYP51A1,9606,associate
piperlonguminine,CP04483926,PKN2,9606,associate
piperlonguminine,CP04483926,POLB,9606,associate
piperlonguminine,CP04483926,EP300,9606,associate
piperlonguminine,CP04483926,TPSAB1,9606,associate
piperlonguminine,CP04483926,PIP4K2B,9606,associate
piperlonguminine,CP04483926,DLG4,9606,associate
piperlonguminine,CP04483926,MIF,9606,associate
piperlonguminine,CP04483926,CD74,9606,associate
piperlonguminine,CP04483926,PRF1,9606,associate
piperlonguminine,CP04483926,KDM4C,9606,associate
piperlonguminine,CP04483926,HTR7,9606,associate
piperlonguminine,CP04483926,GSK3B,9606,associate
piperlonguminine,CP04483926,BMP4,9606,associate
piperlonguminine,CP04483926,NEK4,9606,associate
piperlonguminine,CP04483926,CA1,9606,associate
piperlonguminine,CP04483926,GALR1,9606,associate
piperlonguminine,CP04483926,AKT1,9606,associate
piperlonguminine,CP04483926,FES,9606,associate
piperlonguminine,CP04483926,PRKCQ,9606,associate
piperlonguminine,CP04483926,KCNA5,9606,associate
piperlonguminine,CP04483926,LDHB,9606,associate
piperlonguminine,CP04483926,SCARB1,9606,associate
piperlonguminine,CP04483926,MLYCD,9606,associate
piperlonguminine,CP04483926,CDC42BPA,9606,associate
piperlonguminine,CP04483926,S1PR4,9606,associate
piperlonguminine,CP04483926,FPR1,9606,associate
piperlonguminine,CP04483926,CA7,9606,associate
piperlonguminine,CP04483926,HLA-A,9606,associate
piperlonguminine,CP04483926,P2RY14,9606,associate
piperlonguminine,CP04483926,TNFRSF1A,9606,associate
piperlonguminine,CP04483926,TAOK3,9606,associate
piperlonguminine,CP04483926,DCTPP1,9606,associate
piperlonguminine,CP04483926,RAD51,9606,associate
piperlonguminine,CP04483926,F10,9606,associate
piperlonguminine,CP04483926,PDGFRB,9606,associate
piperlonguminine,CP04483926,ITGAL,9606,associate
piperlonguminine,CP04483926,F9,9606,associate
piperlonguminine,CP04483926,TRPM8,9606,associate
piperlonguminine,CP04483926,THRB,9606,associate
piperlonguminine,CP04483926,WDR5,9606,associate
piperlonguminine,CP04483926,ALOX12,9606,associate
piperlonguminine,CP04483926,CALCA,9606,associate
piperlonguminine,CP04483926,RXRA,9606,associate
piperlonguminine,CP04483926,NOTCH3,9606,associate
retrofractamide B,CP04527627,SOAT1,9606,inhibit
retrofractamide B,CP04527627,ATAD5,9606,associate
retrofractamide B,CP04527627,SMAD3,9606,associate
retrofractamide B,CP04527627,ATXN2,9606,associate
retrofractamide B,CP04527627,PTH1R,9606,associate
retrofractamide B,CP04527627,TDP1,9606,associate
retrofractamide B,CP04527627,SOAT1,9606,associate
retrofractamide B,CP04527627,TRPV1,9606,associate
retrofractamide B,CP04527627,CNR2,9606,associate
retrofractamide B,CP04527627,HDAC3,9606,associate
retrofractamide B,CP04527627,CNR1,9606,associate
retrofractamide B,CP04527627,HDAC1,9606,associate
retrofractamide B,CP04527627,HDAC6,9606,associate
retrofractamide B,CP04527627,PPARD,9606,associate
retrofractamide B,CP04527627,EDNRA,9606,associate
retrofractamide B,CP04527627,HRH2,9606,associate
retrofractamide B,CP04527627,MAOB,9606,associate
retrofractamide B,CP04527627,CYP3A4,9606,associate
retrofractamide B,CP04527627,IRAK1,9606,associate
retrofractamide B,CP04527627,SLC6A4,9606,associate
retrofractamide B,CP04527627,OPRM1,9606,associate
retrofractamide B,CP04527627,PIK3CG,9606,associate
retrofractamide B,CP04527627,CYP2C9,9606,associate
retrofractamide B,CP04527627,KDR,9606,associate
retrofractamide B,CP04527627,PPARA,9606,associate
retrofractamide B,CP04527627,TRPA1,9606,associate
retrofractamide B,CP04527627,CLK4,9606,associate
retrofractamide B,CP04527627,TGFBR2,9606,associate
retrofractamide B,CP04527627,SLCO1B1,9606,associate
retrofractamide B,CP04527627,STK4,9606,associate
retrofractamide B,CP04527627,VCAM1,9606,associate
retrofractamide B,CP04527627,ADCY1,9606,associate
retrofractamide B,CP04527627,ADAMTS4,9606,associate
retrofractamide B,CP04527627,CFTR,9606,associate
retrofractamide B,CP04527627,CYP11B2,9606,associate
retrofractamide B,CP04527627,GGPS1,9606,associate
retrofractamide B,CP04527627,CACNA1B,9606,associate
retrofractamide B,CP04527627,FGF1,9606,associate
retrofractamide B,CP04527627,FCER2,9606,associate
retrofractamide B,CP04527627,FOLR1,9606,associate
retrofractamide B,CP04527627,ALOX5AP,9606,associate
retrofractamide B,CP04527627,PDK2,9606,associate
retrofractamide B,CP04527627,PHOSPHO1,9606,associate
retrofractamide B,CP04527627,TMPRSS11D,9606,associate
retrofractamide B,CP04527627,TMPRSS6,9606,associate
retrofractamide B,CP04527627,PRKCE,9606,associate
retrofractamide B,CP04527627,ITGA4,9606,associate
retrofractamide B,CP04527627,SSTR3,9606,associate
retrofractamide B,CP04527627,STS,9606,associate
retrofractamide B,CP04527627,SSTR5,9606,associate
retrofractamide B,CP04527627,WNT3A,9606,associate
retrofractamide B,CP04527627,PDE1B,9606,associate
retrofractamide B,CP04527627,PLA2G4A,9606,associate
retrofractamide B,CP04527627,PLA2G2A,9606,associate
retrofractamide B,CP04527627,RELA,9606,associate
retrofractamide B,CP04527627,KIF11,9606,associate
retrofractamide B,CP04527627,SERPINE1,9606,associate
retrofractamide B,CP04527627,TXK,9606,associate
retrofractamide B,CP04527627,NAMPT,9606,associate
retrofractamide B,CP04527627,CDK8,9606,associate
retrofractamide B,CP04527627,NR1H4,9606,associate
retrofractamide B,CP04527627,CHRNA3,9606,associate
retrofractamide B,CP04527627,CYP51A1,9606,associate
retrofractamide B,CP04527627,PKN2,9606,associate
retrofractamide B,CP04527627,POLB,9606,associate
retrofractamide B,CP04527627,EP300,9606,associate
retrofractamide B,CP04527627,TPSAB1,9606,associate
retrofractamide B,CP04527627,PIP4K2B,9606,associate
retrofractamide B,CP04527627,DLG4,9606,associate
retrofractamide B,CP04527627,MIF,9606,associate
retrofractamide B,CP04527627,CD74,9606,associate
retrofractamide B,CP04527627,PRF1,9606,associate
retrofractamide B,CP04527627,KDM4C,9606,associate
retrofractamide B,CP04527627,HTR7,9606,associate
retrofractamide B,CP04527627,GSK3B,9606,associate
retrofractamide B,CP04527627,BMP4,9606,associate
retrofractamide B,CP04527627,NEK4,9606,associate
retrofractamide B,CP04527627,CA1,9606,associate
retrofractamide B,CP04527627,GALR1,9606,associate
retrofractamide B,CP04527627,AKT1,9606,associate
retrofractamide B,CP04527627,FES,9606,associate
retrofractamide B,CP04527627,PRKCQ,9606,associate
retrofractamide B,CP04527627,KCNA5,9606,associate
retrofractamide B,CP04527627,LDHB,9606,associate
