Phenotype,Network_score
open fracture of right scapula at apophysis (type II),0.0009790799219641752
Cancer of bronchus stage IV,0.0009790797756315884
septic thrombophlebitis of thigh,0.0009789230941869903
female genital impairment,0.0009787792740266039
intraocular nonmagnetic foreign body of left eye,0.0009784556518896345
"Legal intervention involving unspecified blunt objects, bystander injured, sequela",0.0009783915521080278
"maternal; exposure to environmental chemical substances, affecting fetus",0.0009782977451273764
Juvenile osteochondrosis of left second metatarsal,0.0009778465810051328
"Disseminated chorioretinal inflammation, peripheral, left eye",0.0009777644927063925
giant cell type neoplasm of stomach,0.0009776820528487264
"Disorders of visual cortex in (due to) inflammatory disorders, right side of brain",0.0009774060671225227
diabetic ulcer of right fourth toe,0.00097687934338085
Sprain of interphalangeal joint of unspecified lesser toe(s),0.00097661888772427
Caterpillar allergy,0.0009765844722334548
McCune-Albright Syndrome,0.0009763351911694281
Thrombosis of femorofemoral crossover bypass graft,0.0009763283106757889
"Mental and behavioral disorders due to use of cocaine, acute intoxication",0.0009760291508919082
"abuse; hormones, non-dependent",0.0009757858960844148
Accidental acetylcholine overdose,0.000975593808342296
Intentional overdose by glibenclamide,0.0009752333573255841
Cardiovascular shunt flow ratio,0.000975177605516331
"Subluxation of radiocarpal joint of right wrist, initial encounter",0.0009750408434648011
Angiokeratoma of vulva,0.0009747427301423244
"ductal; carcinoma, infiltrating, with lobular carcinoma in situ, unspecified site",0.000974264827964569
"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral",0.0009735697112575773
Laceration of ileum,0.0009734214907546772
disorder of ligament of left foot,0.0009733115333298745
"Unspecified pedal cyclist injured in collision with unspecified motor vehicles in nontraffic accident, sequela",0.0009733108776101302
Automotive products causing toxic effect,0.0009732912807426355
Accidental vaccine sera overdose,0.0009732861183924828
Simple partial seizure with autonomic dysfunction,0.000973157218900713
Psittacosis (Ornithosis),0.0009726588210717952
Stage IVA Lip and Oral Cavity Cancer AJCC v6 and v7,0.0009725289117533271
"Unspecified injury of flexor muscle, fascia and tendon of other and unspecified finger at wrist and hand level",0.0009723047728004599
Thrombophlebitis of right saphenous vein,0.0009719969305122966
Polyuria,0.0009717318010217947
Infantile miliaria profunda,0.0009710982732588205
Osteochondroma of elbow,0.000971045343708453
Multiple Chronic Conditions,0.0009710320640257504
"Other non-follicular lymphoma, intra-abdominal lymph nodes",0.0009709774260126268
Rickettsia typhus group identified &#x7C; XXX &#x7C; Microbiology,0.0009709191672654593
Ichthyosis follicularis,0.0009705958371511074
septic synovitis of wrist,0.0009703877459222872
Astheno-depressive syndrome,0.0009702025410197482
Stage IIIC Cutaneous Melanoma AJCC v7,0.0009701865585182537
late-onset local junctional epidermolysis bullosa-mental retardation syndrome,0.00096961207766751
Extraskeletal chondrosarcoma stage I,0.0009690438664584274
Eclamptic seizure,0.0009689673229848753
Head and Neck Small Cell Carcinoma,0.0009689302927173264
acute glomerulonephritis due to 'shunt' nephritis,0.0009688261875114477
skin lesion KOH preparation ectoparasite ova,0.0009684867005639369
Congenital Epicanthus,0.0009684542657355758
"Strain of flexor muscle, fascia and tendon of other finger at wrist and hand level, initial encounter",0.0009684150816614296
Chlorphenamine overdose of undetermined intent,0.0009681691840446386
"Acute mastoiditis without complications, right ear",0.0009681359890575552
Microcardia,0.0009679683716831691
"presentation; arm, causing obstructed labor",0.0009678644535545848
"pseudopuberty, precocious; male isosexual",0.000967854732970783
injury due to explosion of torpedo during military operations,0.0009677670253302178
"Thrown from animal being ridden, other specified person injured",0.0009674420761879271
"Nondisplaced fracture of middle phalanx of right index finger, sequela",0.0009672486314964298
"Nonexudative age-related macular degeneration, bilateral, intermediate dry stage",0.0009672207103341734
"Legal intervention, means unspecified, suspect injured",0.0009671047547792252
conductive hearing loss of both ears,0.0009670414567521188
Enterovirus as the cause of diseases classified to other chapters,0.0009669040806407631
caries; ear ossicles,0.0009666636478721964
paralysis of middle finger of right hand,0.0009666260162608509
"Stiffness of unspecified joint, not elsewhere classified",0.0009665037339289697
"thrombus due to vascular device, implant, or graft",0.0009664569812124468
Granular cell tumor,0.0009664021390696047
"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral",0.0009662679852271559
Closed traumatic dislocation of digit of hand,0.0009660692243323058
Folliculitis cruris pustulosa atrophicans,0.0009660292853509952
Physiological anomaly of neonatal skin,0.0009658045958006846
peripheral autonomic neuropathy due to other disorder,0.0009657762911142166
Relapsing Fever,0.0009654872899131594
"Displaced avulsion fracture of tuberosity of unspecified calcaneus, sequela",0.0009654316497178335
wound; pubic region,0.0009650474479269914
"Disseminated chorioretinal inflammation, generalized, right eye",0.0009649554216783253
"Collapsed vertebra, not elsewhere classified, lumbosacral region, subsequent encounter for fracture with routine healing",0.0009646825938380887
"maternal endocrine, nutritional, or metabolic diseases complicating childbirth",0.0009642477633376053
melanoma; canthus,0.0009642360606165553
Nonossified fibroma of bone,0.000964226013087834
Other corneal scars and opacities,0.000964211870191725
Indomethacin overdose,0.0009641102631117416
"Hallux rigidus, unspecified foot",0.0009640117706700866
"Other displaced fracture of lower end of left humerus, subsequent encounter for fracture with malunion",0.0009639504501569272
"[X]Poisoning by and exposure to nonopioid analgesics, undetermined intent",0.000963873076948046
contusion with intact skin of left side of neck,0.000963780910126315
Open fracture of greater trochanter of left femur,0.000963655207464776
postprocedural genitourinary system hematoma following a genitourinary system procedure,0.0009634093653686338
Malignant neoplasm of head of pancreas resectable,0.000963266114664979
"Maternal care for anti-D [Rh] antibodies, first trimester, other fetus",0.0009630981857578983
"Mental and behavioral disorders due to use of cocaine, harmful use",0.0009625519286634871
"[X]Assault by smoke, fire and flames, occurrence on street and highway",0.0009619990769786127
"Poisoning by multiple unspecified drugs, medicaments and biological substances, accidental (unintentional), sequela",0.0009618506525612194
Achromic with hyperchromic skin lesions of pinta [carate],0.0009617356302970248
LDL - Low density lipoprotein cholesterol level result,0.0009616917130179515
non-mucinous bronchiolo-alveolar carcinoma of trachea,0.0009614688717340821
Hypophosphatemia,0.0009610623960005154
Stage III Prostate Cancer AJCC v7,0.0009605220182450428
"Displaced fracture of base of neck of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing",0.0009601864718679292
Corneal disorder due to contact lens,0.0009600412980653336
coomb indirect,0.0009599511528610057
Rheumatoid arthritis of temporomandibular joint,0.0009594108244828094
Insomnia due to organic factors,0.0009590002566245246
"Other recurrent vertebral dislocation, site unspecified",0.000958977027454581
"Unspecified fracture of head of unspecified femur, subsequent encounter for closed fracture with delayed healing",0.0009589690813663184
"Sprain of tarsometatarsal ligament of right foot, initial encounter",0.0009588263802546077
Bladder Malignant PEComa,0.0009586460447610842
IDH2 NP_002159.2:p.R172S,0.0009584858478752992
"Villonodular synovitis (pigmented), left wrist",0.0009577303848160571
"Other nondisplaced fracture of lower end of unspecified humerus, subsequent encounter for fracture with malunion",0.0009576720316370617
"Displaced fracture of proximal phalanx of right ring finger, initial encounter for open fracture",0.0009575858966603159
PSCA Positive,0.0009571092926157808
Desflurane overdose of undetermined intent,0.0009569392562202238
"Other displaced fracture of upper end of right humerus, initial encounter for open fracture",0.0009569219053868429
regulation of viral replication,0.0009568662104751751
"breast infection associated with pregnancy, puerperium, or lactation",0.0009567671347689909
"Chronic postrheumatic arthropathy [Jaccoud], wrist",0.0009566020524580186
Ganglion cyst of right wrist,0.0009561535892356031
"Drug-induced chronic gout, right wrist, without tophus (tophi)",0.0009560444765567008
Displaced fracture (avulsion) of lateral epicondyle of left humerus,0.0009559831253822907
End-diastolic left ventricular cavity shape,0.0009559765037639057
green penile discharge,0.0009558785787991233
"Chronic gout, unspecified, with tophus (tophi)",0.0009554818773533361
"Pedestrian on roller-skates injured in collision with other nonmotor vehicle in traffic accident, sequela",0.0009551151087565265
"Strain of other specified muscles and tendons at ankle and foot level, right foot, subsequent encounter",0.0009548764143221247
Carcinoma Unspecified Site,0.000954191433754896
"Obstructed labor due to face presentation, not applicable or unspecified",0.0009541471660756785
"Gout, unspecified, other site",0.0009538816931509301
septic thrombophlebitis of leg,0.0009538215326268707
Renal failure following abortion and ectopic and molar pregnancy,0.0009533453430017162
Closed fracture dislocation of digit of hand,0.0009533123025206739
"Displaced fracture of distal phalanx of unspecified lesser toe(s), subsequent encounter for fracture with delayed healing",0.000952946518220029
"Nontraffic accident involving overturning of off-road motor vehicle, except snow vehicle, occupant of tram injured",0.0009526429725284247
insecticide susceptibility/resistance,0.0009520947097550669
"Laryngotracheal Stenosis, Progressive, with Short Stature and Arthropathy",0.000951776531951017
Rodent Progressive Cardiomyopathy,0.0009515950664341436
"Displaced comminuted fracture of shaft of humerus, unspecified arm, sequela",0.0009513021710185901
upper jaw; odontoameloblastoma,0.0009512509772913322
drug-induced secondary parkinsonism,0.0009510241460749647
"Puncture wound without foreign body of unspecified lesser toe(s) without damage to nail, initial encounter",0.0009509921134408984
Bile duct cancer stage IV,0.0009508591582323073
Differentiated intraepithelial neoplasia,0.0009504751858397528
Piperazine oestrone sulphate allergy,0.0009502469144731576
Acetylcholine overdose,0.0009502215787758994
Benign Germinative Follicular Epithelium Neoplasm,0.0009502091054432345
Warty-Basaloid Penile Intraepithelial Neoplasia,0.0009501690078333158
Pelizaeus-Merzbacher Disease,0.0009499672618394215
"Macrothrombocytopenia-Stomatocytosis, Mediterranean",0.0009499630608490153
Hemidysaesthesia,0.0009497244287380763
neoplasm of soft tissue of left hand,0.0009496639400726905
Abscess sweat gland,0.0009495341915857327
Centrocytic (mantle cell) lymphoma (Kiel classification) stage I,0.0009490460302224557
"Subluxation of distal interphalangeal joint of left index finger, initial encounter",0.0009490070682133156
self-inflicted overdose of penicillin G,0.0009488448500551798
BLV Infections,0.0009485664184941253
Crushed by rolling stock - other specified person,0.0009481662577692582
"Partial traumatic amputation of one unspecified lesser toe, sequela",0.0009479524354366813
DRUG REACTION MULTIPLE,0.0009479449074047111
"Unspecified injury of muscle and tendon of long extensor muscle of toe at ankle and foot level, right foot, subsequent encounter",0.0009478403243117575
Phenothiazine antipsychotics and neuroleptics causing adverse effects in therapeutic use,0.0009476768803284478
HERPES SIMPLEX CULTURE POSITIVE,0.0009470576742353413
"Type II occipital condyle fracture, unspecified side, subsequent encounter for fracture with routine healing",0.0009467950225349278
subluxation of left scapula,0.0009467382894178879
"Tuberculosis of peripheral lymph nodes, bacteriological or histological examination unknown (at present)",0.0009466574926432395
disproportion at birth due to conjoined twins with baby delivered,0.000946554375700707
language or speech disorder,0.0009465308024761998
Noninfective encephalomyelitis,0.0009465133983213843
Syringoencephalia,0.0009463634263417086
Disorder of bilirubin metabolism and excretion,0.0009460263013045276
"Military operations involving other explosions and fragments, military personnel, sequela",0.0009456400565410192
psilocin poisoning with undetermined intent,0.0009456174422195351
Bullous Dermatitis,0.0009452382628108505
Depressed bipolar I disorder in remission,0.0009451334797883782
Epidermal necrosis,0.0009445182752885753
"Melanoma in situ of left lower eyelid, including canthus",0.0009441465847638516
Alcoholic relapse,0.000944051996693481
deviousness and scheming,0.0009440382458687834
wound of buttock,0.0009435565522355131
Cervical herniation of lung lobe,0.0009431967794666611
Ceftriaxone overdose,0.0009429083517125407
conditions that have their origin in the fetal or perinatal period (before birth through the first 28 days after birth) even if morbidity occurs later,0.000942566980954552
"Hodgkin's disease, lymphocytic depletion of cerebellum",0.0009422948020954711
"Displaced fracture of greater tuberosity of right humerus, subsequent encounter for fracture with malunion",0.0009413781712150408
"Emotionally unstable personality disorder, impulsive type",0.0009412553591990868
Anxiety or fear,0.0009412198634861124
angioimmunoblastic T-cell lymphoma of oropharynx,0.0009412093178546082
Bupivacaine overdose,0.0009409927748329921
"complications due to genitourinary device, implant, or graft",0.0009408131959056966
Sprain of carpal joint of unspecified wrist,0.0009399063071534046
DARWINIAN TUBERCLE OF PINNA,0.0009393800562279627
Other sprain of right ring finger,0.0009392441326380516
desmoplastic small round cell sarcoma of lung,0.0009390507070914436
"Glaucomatous optic atrophy, bilateral",0.0009384381991884452
"Neural tube defect, folate-sensitive",0.0009383566041682341
Factor XI products allergy,0.0009378465288261033
Sports hernia,0.0009374772524286311
"Pedestrian on roller-skates injured in collision with two- or three-wheeled motor vehicle in traffic accident, initial encounter",0.0009374142308534123
"Unspecified displaced fracture of surgical neck of unspecified humerus, subsequent encounter for fracture with delayed healing",0.000937114735652553
Urine indican level (finding),0.0009371018066936934
Allergy to trilostane,0.0009366211181175411
rupture of celiac trunk,0.0009366181510926707
contusion with intact skin of anterior surface of neck,0.0009358902721997243
diabetic retinal edema of right eye,0.0009356860706711948
"Lead-induced chronic gout, right hand, without tophus (tophi)",0.0009342193536491125
rectum; impervious,0.0009341123723841623
open fracture-dislocation of articular surface of anterior proximal end of right humerus,0.0009326749157803712
Adverse reaction to vaccine or biological substance NOS,0.0009324611847200602
Nondependent antidepressant type drug abuse in remission,0.000932381583915226
"Nondisplaced fracture of cuboid bone of left foot, initial encounter for open fracture",0.0009317468411711853
gunshot wound of bladder,0.000931278548926694
Brachial Neuralgia,0.0009310202113953249
CD79A Negative,0.0009304546364442375
Lack of drug action,0.0009302517294285894
Fracture of unspecified part of neck of left femur,0.0009299297616730823
Threatened labor,0.000929728031463232
allergy testing hexamethylene diisocyanate induration,0.0009296709791785133
gunshot wound caused by legal intervention by firearms,0.0009296538628461337
"Fracture of unspecified tarsal bone(s) of unspecified foot, subsequent encounter for fracture with routine healing",0.0009295566231723501
[X]Dementia: [multi-infarct] or [predominantly cortical],0.0009293638084310661
ALK-negative anaplastic large cell lymphoma in extranodal and solid organ sites,0.0009288393187466417
Fungus identified &#x7C; Blood &#x7C; Microbiology,0.0009283706502030979
"Laceration of intrinsic muscle, fascia and tendon of left middle finger at wrist and hand level, subsequent encounter",0.0009274756827987699
T-large cell anaplastic (Ki-1+) lymphoma (Kiel Classification) stage II,0.0009269525492122518
"Displaced fracture (avulsion) of medial epicondyle of right humerus, subsequent encounter for fracture with nonunion",0.0009269365179405032
Transscaphoid-capitate-hamate-triquetral-perilunate fracture dislocation,0.0009266094635050655
phlebitis of deep femoral vein bilateral,0.0009260315485856381
More than 80% of predicted peak expiratory flow rate,0.000926023162232529
Flaccid hemiplegia of right nondominant side,0.0009257414465383664
Other childhood disorders of social functioning,0.000925539647362077
Chondrodysplasia Punctata with Coagulation Factor Deficiency,0.0009253239399279096
Synovial fluid cloudy,0.0009252640666156794
Mouse Follicular Thyroid Carcinoma,0.0009250549975865568
Cellulitis of right lower eyelid,0.0009247964950060517
Juvenile osteochondrosis of tibia and fibula of left leg,0.0009246069296383891
giant cell sarcoma of pancreas,0.0009242364883746467
"Injury of radial nerve at wrist and hand level of right arm, initial encounter",0.0009231711287450965
nonclosure; foramen botalli,0.0009228537456941016
"Nondisplaced fracture of second metatarsal bone, unspecified foot, subsequent encounter for fracture with malunion",0.0009225582522611694
Allergy to sulfadiazine,0.0009222110553440499
deep third degree burns of left ankle,0.0009213310985378175
"Heatstroke and sunstroke, subsequent encounter",0.0009213181130838427
Tinea due to Microsporum gypseum,0.0009211697877800522
"Chromosomal alteration, eleventh pair",0.0009207377183799071
"Unspecified amblyopia, bilateral",0.0009206828444604483
Large cell carcinoma of the respiratory tract stage IIIB,0.0009203227278464313
"War operations involving flamethrower, military personnel, initial encounter",0.0009198680959882239
Allergy to ferrous glycine sulfate,0.0009197610488951642
"persistent; anal membrane, with fistula",0.0009196283930853411
Developmental malformation of branchial arch,0.0009192626473381062
late cerebrovascular disease effects: monoplegia of lower limb affecting right dominant side,0.0009185267937519464
Air delivered during case &#x7C; Gas delivery system &#x7C; Respiratory measures and Ventilator management,0.0009183084028088872
Screenwash causing toxic effect,0.0009172931946408599
"Deafness, Autosomal Recessive 36, Without Vestibular Involvement",0.0009165669154110891
Contusion of finger of left hand,0.0009161485334591823
"Chronic iridocyclitis, right eye",0.0009158468065859228
"Displaced unspecified fracture of unspecified lesser toe(s), initial encounter for open fracture",0.00091560065450539
"[X]Assault by steam, hot vapours and hot objects, occurrence at other specified place",0.0009152714574916426
type 2 diabetes mellitus with ophthalmoplegia of both eyes,0.0009148762522377826
Langerhans cell sarcoma of intrahepatic bile duct,0.0009145191679951252
"Nondependent amphetamine or psychostimulant abuse, continuous",0.0009143673549279743
"Pathological dislocation of unspecified joint, not elsewhere classified",0.0009132993693321374
Pilonidal disease,0.0009126880897285897
trichophytobezoar; stomach,0.0009110790389799029
spondylopathy in diseases classified elsewhere in lumbosacral region,0.0009106817815605801
Mucocutaneous disorder,0.0009106354477546472
drug toxicity opium accidental,0.0009094947648658122
"Unspecified occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object in nontraffic accident, subsequent encounter",0.0009091274453638923
"Fistula, knee",0.0009088565881997386
deep third degree burns of back including buttocks with necrosis,0.0009083414557218538
neoplasm of abdominal wall muscle,0.0009074883193745545
neoplasm of soft tissue of right forearm,0.0009073833029416185
Accidental proxymetacaine overdose,0.0009068508272846846
Dysfunction of left eustachian tube,0.0009059948874865925
"Unspecified injury of flexor muscle, fascia and tendon of right middle finger at wrist and hand level, initial encounter",0.0009057567950145408
lung transplant; pain,0.0009054985728742598
Nondependent other drug abuse in remission,0.00090534859248316
"Tuberculosis of larynx, trachea and bronchus",0.0009051878239691955
lung transplant; infection or inflammation,0.0009044443872083775
closed fracture of left eighth rib,0.0009041563237684745
parental concerns child does not like peek-a-boo or hide-and-seek,0.0009040239654817068
defense response to Gram-positive bacterium,0.0009039644228716499
Partial rupture of ureteropelvic junction,0.0009033892837890258
alk-positive anaplastic large cell lymphoma of spleen,0.0009023357753809163
"Person boarding or alighting a three-wheeled motor vehicle injured in collision with fixed or stationary object, sequela",0.0009013716779106479
lung; effusion,0.0009012104712665523
Cerebrovascular accident due to thrombus of left middle cerebral artery,0.0009011426740020698
"rupture; eye, traumatic, with loss of intraocular tissue",0.0009003844926529
"VULVA, SENILE ATROPHY",0.0009000508030986822
"Subluxation of metatarsophalangeal joint of right great toe, sequela",0.0008999868770713902
Herpes zoster of skin of neck,0.0008996391590063414
"Laceration of flexor muscle, fascia and tendon of right index finger at wrist and hand level, sequela",0.0008993467032819976
neoplasm of peripheral nerves of scapular region of chest wall,0.0008992418944194912
"Polyhydramnios, second trimester, fetus 5",0.000899055134713698
"Unspecified occupant of three-wheeled motor vehicle injured in collision with pedal cycle in nontraffic accident, subsequent encounter",0.0008980891509747899
Shunt stenosis,0.000898040895961408
NK/T-cell lymphoma of oropharynx,0.0008975610338858095
"Pedestrian on foot injured in collision with two- or three-wheeled motor vehicle in traffic accident, sequela",0.0008973206418689144
Articular disc disorder of right temporomandibular joint,0.000896822569304049
secondary osteoarthritis of hand,0.0008960605674953162
"Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye",0.000895891158629137
Smouldering variant of adult T-cell lymphoma/leukemia (HTLV-1-associated),0.0008957240432774406
"Subacute confusional state, post-traumatic",0.0008956379469554953
Laceration with foreign body of right lesser toe(s) with damage to nail,0.0008955321886030604
gravid with Shirodkar suture,0.0008955190392463375
Vaccination site swelling,0.000895482547404262
neoplasm of peripancreatic tissue,0.0008948356047194524
diffuse serous labyrinthitis,0.0008939461131879449
paralysis of wrist,0.000893883154742374
"Puncture wound without foreign body of unspecified great toe with damage to nail, initial encounter",0.0008935184291888949
"Disseminated chorioretinal inflammation of posterior pole, bilateral",0.0008933365140930295
"placenta; hemorrhage, complicating delivery",0.0008925589977437242
"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye",0.0008921452714832308
"Obstructed labor due to breech presentation, not applicable or unspecified",0.000891746629655085
tuberculosis of bursa bacteriology and histology unknown,0.0008916972986205988
Post operative renal failure,0.0008911954161608146
Nervios,0.0008902869377330735
"Traumatic rupture of collateral ligament of left ring finger at metacarpophalangeal and interphalangeal joint, initial encounter",0.0008898753241645105
"Adenocarcinoma, Scirrhous",0.0008891315698397258
"Other infective (teno)synovitis, shoulder",0.000888474141876747
Scrotal hypospadias,0.0008883606477431777
3-Methylcrotonyl-CoA carboxylase deficiency &#x7C; DBS &#x7C; Chemistry - non-challenge,0.0008877293752212097
Fracture of transverse process of thoracic vertebra,0.0008876984184536863
tuberculosis of adenoids TB (+) other way (-) bacteriology (-) histology,0.0008866664283023549
Obesity due to SIM1 deficiency,0.0008859176295481651
"Continuing pregnancy after spontaneous abortion of one fetus or more, unspecified trimester, other fetus",0.0008858000804963862
Organic parasomnia,0.0008842994199871772
Subdural and cerebral hemorrhage due to birth trauma,0.0008839296436572839
Transformiminase (biological function),0.0008834838412523257
"Primary open-angle glaucoma, bilateral, stage unspecified",0.0008833578192726269
giant cell glioblastoma of cranial nerve,0.0008829574073432733
abnormal pulmonary shunt,0.0008828841095519912
clear cell chondrosarcoma of bone,0.000882646702162872
renal; nanism,0.0008823894339327512
Abnormality of digestive system morphology,0.0008823509244281697
"Obesity, hypoplasmic",0.0008818583451239397
displaced fracture of third metatarsal bone of right foot,0.0008812894449705598
"Dislocation of metacarpophalangeal joint of left ring finger, initial encounter",0.0008807061259659528
Lowry Wood syndrome,0.0008807056833060917
"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and boundary fence or guard rail, other specified person injured",0.000880661135396348
"Other non-follicular lymphoma, intrathoracic lymph nodes",0.0008802408788536121
Zooparasitic portal cirrhosis,0.000879839012269567
"Periprosthetic fracture around internal prosthetic left knee joint, initial encounter",0.0008795962253889589
Bilateral scleromalacia perforans of eyes,0.0008790181710120233
Mucolipidosis Type IIIA,0.0008787218869794862
Right Hernia,0.0008786345733549926
"Noncollision motor vehicle traffic accident involving fall down stairs of motor bus while boarding or alighting, rider of animal or occupant of animal-drawn vehicle injured",0.0008780903589042003
Gallbladder cancer non-resectable,0.0008774771495440428
drug potency,0.0008770423327098529
"Other viral diseases, not elsewhere classified",0.0008761997887437514
umbilical cord entanglement with compression,0.0008756034441564493
"Unspecified physeal fracture of unspecified calcaneus, initial encounter for open fracture",0.0008753920339318944
Abnormal auditory perception,0.0008749790736356568
"mental; disorder, affecting management of pregnancy, childbirth or puerperium",0.0008734301541538916
Recurrent Childhood Burkitt Lymphoma,0.0008729443597760766
phlebitis of the plantar surface of the femoropopliteal vein,0.0008726337774228608
phlebitis of the dorsal surface of the saphenous vein,0.0008721312690342836
Trichomonal vulvovaginitis,0.0008718029905279258
ruptured synovium of left fingers,0.0008710325616012352
Primary ganglioneuroblastoma of brain,0.0008704527995849363
Developmental language disorder with language impairment,0.0008702750565945962
Craniofacial hyperhidrosis,0.0008698775774466261
Peri-nipple pigmentation,0.0008694196779963512
"adult gender dysphoria, sexually attracted to females",0.0008684882182161636
Acquired atrophy of right fallopian tube,0.0008678629814457846
"Lead-induced chronic gout, unspecified hand, without tophus (tophi)",0.0008677648310183343
HEPATITIS DRUG INDUCED ALDOMET,0.0008677329693461339
